date,kansas_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,flu in kansas,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,food poisoning,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,free flu shots,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2011-51,0.915631,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,21.0,42.0,0.0,0.0,11.0,2.0,0.0,6.0,25.0,8.0,17.0,0.0,0.0,0.0,0.0,41.0,36.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,47.0,0.0,4.0,29.0,45.0,0.0,30.0,12.0,50.0,6.0,35.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,15.0,47.0,0.0,6.0,6.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,30.0,1.23299
2011-52,1.23299,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,21.0,42.0,0.0,0.0,11.0,2.0,0.0,6.0,25.0,8.0,17.0,0.0,0.0,0.0,0.0,41.0,36.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,47.0,0.0,4.0,29.0,45.0,0.0,30.0,12.0,50.0,6.0,35.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,15.0,47.0,0.0,6.0,6.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,30.0,0.7652399999999999
2012-01,0.7652399999999999,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,0.957391
2012-02,0.957391,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,1.2701
2012-03,1.2701,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,1.07136
2012-04,1.07136,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,1.52229
2012-05,1.52229,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,2.17739
2012-06,2.17739,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,2.66038
2012-07,2.66038,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,3.12771
2012-08,3.12771,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,3.3073900000000003
2012-09,3.3073900000000003,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,3.43391
2012-10,3.43391,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,2.64033
2012-11,2.64033,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,1.77594
2012-12,1.77594,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,1.04742
2012-13,1.04742,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,17.0,0.0,17.0,4.0,0.0,0.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,25.0,49.0,0.0,25.0,5.0,10.0,5.0,19.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,34.0,0.0,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,50.0,0.927798
2012-14,0.927798,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,0.0,3.0,0.0,52.0,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.45336099999999996
2012-15,0.45336099999999996,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,0.0,3.0,0.0,52.0,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.46362299999999995
2012-16,0.46362299999999995,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,0.0,3.0,0.0,52.0,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.389842
2012-17,0.389842,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,0.0,3.0,0.0,52.0,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.35536599999999996
2012-18,0.35536599999999996,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,51.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,40.0,0.0,3.0,0.0,52.0,0.0,0.0,10.0,10.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,5.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.280005
2012-19,0.280005,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,23.0,19.0,0.0,0.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,28.0,0.0,0.0,11.0,19.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,24.0,0.0,24.0,0.0,0.0,14.0,0.0,49.0,0.25513800000000003
2012-20,0.25513800000000003,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,23.0,19.0,0.0,0.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,28.0,0.0,0.0,11.0,19.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,24.0,0.0,24.0,0.0,0.0,14.0,0.0,49.0,0.267523
2012-21,0.267523,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,23.0,19.0,0.0,0.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,28.0,0.0,0.0,11.0,19.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,24.0,0.0,24.0,0.0,0.0,14.0,0.0,49.0,0.178763
2012-22,0.178763,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,23.0,19.0,0.0,0.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,28.0,0.0,0.0,11.0,19.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,24.0,0.0,24.0,0.0,0.0,14.0,0.0,49.0,0.11578499999999999
2012-23,0.11578499999999999,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,18.0,0.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.11235999999999999
2012-24,0.11235999999999999,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,18.0,0.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0402414
2012-25,0.0402414,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,18.0,0.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.039447699999999995
2012-26,0.039447699999999995,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,18.0,0.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.17152699999999999
2012-27,0.17152699999999999,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,35.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,5.0,5.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,50.0,0.10741099999999999
2012-28,0.10741099999999999,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,35.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,5.0,5.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,50.0,0.0001
2012-29,0.0001,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,35.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,5.0,5.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,50.0,0.159553
2012-30,0.159553,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,35.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,5.0,5.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,50.0,0.1114
